Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,Species Population
DEVA-1889,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps relictus,Relictual Slender Salamander,In Review,,,,,Under Review,101
DEVA-1890,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps simatus,Kern Canyon Slender Salamander,In Review,,,,,Under Review,141
DEVA-1892,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Batrachoseps wrighti,Oregon Slender Salamander,In Review,,,,,Under Review,180
DEVA-1897,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Hydromantes platycephalus,Mount Lyell Salamander,In Review,,,,,Species of Concern,63
DEVA-1898,Death Valley National Park,Amphibian,Caudata,Plethodontidae,Hydromantes shastae,Shasta Salamander,In Review,,,,,Under Review,63
DEVA-1905,Death Valley National Park,Fish,Cypriniformes,Cyprinidae,Rhinichthys osculus nevadensis,Amargosa Speckled Dace,In Review,,,,,Endangered,2
DEVA-1906,Death Valley National Park,Fish,Cyprinodontiformes,Cyprinodontidae,Cyprinodon diabolis,Devils Hole Pupfish,Approved,Present,Native,,Breeder,Endangered,3
,,,,,,,,,,,,,17
,,,,,,,,,,,,,97
DEVA-1978,Death Valley National Park,Vascular Plant,Apiales,Apiaceae,Cymopterus ripleyi var. saniculoides,None,In Review,,,,,Species of Concern,152
DEVA-2012,Death Valley National Park,Vascular Plant,Asparagales,Asparagaceae,Agave shawii,"Coastal Agave, Shaw's Agave",In Review,,,,,Species of Concern,95
DEVA-2034,Death Valley National Park,Vascular Plant,Asparagales,Orchidaceae,Spiranthes infernalis,"Ash Meadows Ladies'-Tresses, Ash Meadows Lady's Tresses",In Review,,,,,Species of Concern,178
DEVA-2194,Death Valley National Park,Vascular Plant,Asterales,Asteraceae,Enceliopsis nudicaulis var. corrugata,"Ash Meadows Sunray, Nakedstem Sunray",In Review,,,,,Threatened,25
DEVA-2230,Death Valley National Park,Vascular Plant,Asterales,Asteraceae,Erigeron parishii,"Parish's Daisy, Parish's Fleabane",In Review,,,,,Threatened,36
DEVA-2312,Death Valley National Park,Vascular Plant,Asterales,Asteraceae,Pentachaeta lyonii,"Lyon's Pentachaeta, Lyon's Pygmydaisy",In Review,,,,,Endangered,3
DEVA-2316,Death Valley National Park,Vascular Plant,Asterales,Asteraceae,Perityle inyoensis,Inyo Rockdaisy,Approved,Not Confirmed,Native,,,Species of Concern,31
DEVA-2440,Death Valley National Park,Vascular Plant,Boraginales,Boraginaceae,Cryptantha roosiorum,"Bristlecone Catseye, Bristlecone Cryptantha",In Review,,,,,Species of Concern,163
DEVA-2486,Death Valley National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia amabilis,Saline Valley Phacelia,Approved,Not Confirmed,Native,,,Species of Concern,87
DEVA-2490,Death Valley National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia beatleyae,"Beatley Phacelia, Beatley's Phacelia",In Review,,,,,Species of Concern,162
DEVA-2511,Death Valley National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia monoensis,Mono Phacelia,In Review,,,,,Species of Concern,104
DEVA-2514,Death Valley National Park,Vascular Plant,Boraginales,Hydrophyllaceae,Phacelia parishii,Parish's Phacelia,In Review,,,,,Species of Concern,79
DEVA-2575,Death Valley National Park,Vascular Plant,Brassicales,Brassicaceae,Caulostramina jaegeri,"Cliffdweller, Jaeger's Caulostramina",In Review,,,,,Species of Concern,132
DEVA-2708,Death Valley National Park,Vascular Plant,Caryophyllales,Amaranthaceae,Nitrophila mohavensis,Amargosa Nitrophila,Approved,Not Confirmed,Native,,,Endangered,2
DEVA-2819,Death Valley National Park,Vascular Plant,Caryophyllales,Polygonaceae,Chorizanthe orcuttiana,"Orcutt's Spineflower, San Diego Spineflower",In Review,,,,,Endangered,5
DEVA-2820,Death Valley National Park,Vascular Plant,Caryophyllales,Polygonaceae,Chorizanthe parryi var. fernandina,San Fernando Valley Spineflower,In Review,,,,,Under Review,19
DEVA-2831,Death Valley National Park,Vascular Plant,Caryophyllales,Polygonaceae,Eriogonum bifurcatum,"Forked Buckwheat, Pahrump Buckwheat, Pahrump Valley Buckwheat",In Review,,,,,Species of Concern,190
DEVA-2846,Death Valley National Park,Vascular Plant,Caryophyllales,Polygonaceae,Eriogonum eremicola,Wildrose Canyon Buckwheat,Approved,Present,Native,,,Species of Concern,111
DEVA-2876,Death Valley National Park,Vascular Plant,Caryophyllales,Polygonaceae,Eriogonum microthecum var. panamintense,Panamint Mountains Buckwheat,Approved,Present,Native,,,Species of Concern,49
DEVA-2889,Death Valley National Park,Vascular Plant,Caryophyllales,Polygonaceae,Eriogonum ovalifolium var. vineum,Cushenbury Buckwheat,In Review,,,,,Endangered,4
DEVA-2902,Death Valley National Park,Vascular Plant,Caryophyllales,Polygonaceae,Eriogonum tiehmii,Tiehm's Buckwheat,In Review,,,,,Species of Concern,82
DEVA-2969,Death Valley National Park,Vascular Plant,Cornales,Loasaceae,Mentzelia leucophylla,Ash Meadows Blazingstar,Approved,Not Confirmed,Unknown,,,Threatened,33
DEVA-3101,Death Valley National Park,Vascular Plant,Ericales,Polemoniaceae,Phlox dolichantha,"Bear Valley Phlox, Big Bear Valley Phlox",Approved,Not Confirmed,Unknown,,,Species of Concern,120
DEVA-3124,Death Valley National Park,Vascular Plant,Fabales,Fabaceae,Astragalus brauntonii,"Braunton's Milkvetch, Braunton's Milk-Vetch",In Review,,,,,Endangered,2
DEVA-3144,Death Valley National Park,Vascular Plant,Fabales,Fabaceae,Astragalus lentiginosus var. piscinensis,"Fish Slough Milkvetch, Fish Slough Milk-Vetch",In Review,,,,,Threatened,45
DEVA-3150,Death Valley National Park,Vascular Plant,Fabales,Fabaceae,Astragalus mohavensis var. hemigyrus,"Curve-Podded Mojave Milk-Vetch, Halfring Milkvetch, Mojave Milkvetch",Approved,Not Confirmed,Native,,,Species of Concern,154
DEVA-3158,Death Valley National Park,Vascular Plant,Fabales,Fabaceae,Astragalus phoenix,"Ash Meadows Milkvetch, Ash Meadows Milk-Vetch",In Review,,,,,Threatened,24
DEVA-3170,Death Valley National Park,Vascular Plant,Fabales,Fabaceae,Astragalus tener var. titi,"Coastal Dunes Milkvetch, Coastal Dunes Milk-Vetch, Monterey Clover",In Review,,,,,Endangered,5
DEVA-3250,Death Valley National Park,Vascular Plant,Fabales,Fabaceae,Pediomelum castoreum,Beaver Dam Scurfpea,Approved,Not Confirmed,Native,,,Species of Concern,103
DEVA-3300,Death Valley National Park,Vascular Plant,Gentianales,Apocynaceae,Asclepias eastwoodiana,Eastwood's Milkweed,In Review,,,,,Species of Concern,27
DEVA-3314,Death Valley National Park,Vascular Plant,Gentianales,Gentianaceae,Frasera pahutensis,None,In Review,,,,,Species of Concern,125
DEVA-3321,Death Valley National Park,Vascular Plant,Gentianales,Rubiaceae,Galium hilendiae ssp. kingstonense,"Kingston Bedstraw, Kingston Mountains Bedstraw",In Review,,,,,Species of Concern,25
DEVA-3392,Death Valley National Park,Vascular Plant,Lamiales,Orobanchaceae,Cordylanthus tecopensis,"Tecopa Bird's Beak, Tecopa Bird's-Beak",In Review,,,,,Species of Concern,119
DEVA-3468,Death Valley National Park,Vascular Plant,Lamiales,Plantaginaceae,Gambelia speciosa,Showy Greenbright,In Review,,,,,Species of Concern,127
DEVA-3509,Death Valley National Park,Vascular Plant,Lamiales,Plantaginaceae,Penstemon arenarius,"Nevada Sanddune Beardtongue, Sanddune Penstemon",In Review,,,,,Species of Concern,86
DEVA-3526,Death Valley National Park,Vascular Plant,Lamiales,Plantaginaceae,Penstemon lemhiensis,"Lemhi Beardtongue, Lemhi Penstemon",In Review,,,,,Species of Concern,113
DEVA-3528,Death Valley National Park,Vascular Plant,Lamiales,Plantaginaceae,Penstemon pahutensis,Pahute Mesa Beardtongue,Approved,Not Confirmed,Native,,,Species of Concern,29
DEVA-3536,Death Valley National Park,Vascular Plant,Lamiales,Plantaginaceae,Penstemon wardii,"Ward Beardtongue, Ward's Beardtongue",In Review,,,,,Species of Concern,35
DEVA-3574,Death Valley National Park,Vascular Plant,Liliales,Liliaceae,Calochortus excavatus,"Inyo County Star-Tulip, Inyo Mariposa Lily",In Review,,,,,Species of Concern,92
DEVA-3582,Death Valley National Park,Vascular Plant,Liliales,Liliaceae,Calochortus striatus,Alkali Mariposa Lily,In Review,,,,,Species of Concern,103
DEVA-3668,Death Valley National Park,Vascular Plant,Myrtales,Onagraceae,Camissonia megalantha,"Cane Spring Suncup, Largeflower Suncup",In Review,,,,,Species of Concern,151
DEVA-3860,Death Valley National Park,Vascular Plant,Poales,Poaceae,Eragrostis pectinacea,Tufted Lovegrass,Approved,Not Confirmed,Native,,,Species of Concern,86
DEVA-3986,Death Valley National Park,Vascular Plant,Ranunculales,Papaveraceae,Arctomecon humilis,"Common Bearpoppy, Dwarf Bear Poppy, Dwarf Bearpoppy",In Review,,,,,Endangered,6
DEVA-4099,Death Valley National Park,Vascular Plant,Saxifragales,Crassulaceae,Dudleya abramsii ssp. parva,Conejo Dudleya,In Review,,,,,Threatened,46
DEVA-4100,Death Valley National Park,Vascular Plant,Saxifragales,Crassulaceae,Dudleya cymosa ssp. marcescens,Marcescent Dudleya,In Review,,,,,Threatened,43
DEVA-4101,Death Valley National Park,Vascular Plant,Saxifragales,Crassulaceae,Dudleya cymosa ssp. ovatifolia,Santa Monica Mountains Dudleya,In Review,,,,,Threatened,46
DEVA-4103,Death Valley National Park,Vascular Plant,Saxifragales,Crassulaceae,Dudleya cymosa var. ovatifolia,None,In Review,,,,,Threatened,43
DEVA-4105,Death Valley National Park,Vascular Plant,Saxifragales,Crassulaceae,Dudleya saxosa var. saxosa,None,In Review,,,,,Species of Concern,108
DEVA-4106,Death Valley National Park,Vascular Plant,Saxifragales,Crassulaceae,Dudleya verityi,"Verity's Dudleya, Verity's Liveforever",In Review,,,,,Threatened,47
DEVA-4144,Death Valley National Park,Vascular Plant,Solanales,Solanaceae,Oryctes nevadensis,Nevada Oryctes,Approved,Not Confirmed,Native,,,Species of Concern,89
DEVA-4235,Death Valley National Park,Slug/Snail,Basommatophora,Planorbidae,Helisoma newberryi,Great Basin Rams-Horn,In Review,,,,,Species of Concern,82
DEVA-4246,Death Valley National Park,Slug/Snail,Neotaenioglossa,Assimineidae,Assiminea infima,Badwater Snail,In Review,,,,,Species of Concern,73
DEVA-4265,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis aardahli,Benton Valley Springsnail,In Review,,,,,Species of Concern,85
DEVA-4267,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis avernalis,Moapa Pebblesnail,In Review,,,,,Under Review,47
DEVA-4269,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis bruneauensis,Bruneau Hot Springsnail,In Review,,,,,Endangered,5
DEVA-4272,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis crystalis,Crystal Springsnail,In Review,,,,,Under Review,10
DEVA-4274,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis erythropoma,Ash Meadows Pebblesnail,In Review,,,,,Under Review,43
DEVA-4275,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis fairbanksensis,Fairbanks Springsnail,In Review,,,,,Under Review,150
DEVA-4277,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis isolata,Elongate-Gland Springsnail,In Review,,,,,Under Review,80
DEVA-4278,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis merriami,Pahranagat Pebblesnail,In Review,,,,,Under Review,175
DEVA-4280,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis nanus,Distal-Gland Springsnail,In Review,,,,,Under Review,33
DEVA-4282,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis owensensis,Owens Valley Springsnail,In Review,,,,,Species of Concern,75
DEVA-4283,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis perturbata,Fish Slough Springsnail,In Review,,,,,Species of Concern,97
DEVA-4284,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis pisteri,Median-Gland Springsnail,In Review,,,,,Under Review,197
DEVA-4286,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Pyrgulopsis wongi,None,In Review,,,,,Species of Concern,63
DEVA-4288,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia angulata,Sportinggoods Tryonia,In Review,,,,,Under Review,77
DEVA-4290,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia clathrata,Grated Tryonia,In Review,,,,,Under Review,79
DEVA-4291,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia elata,Point Of Rocks Tryonia,In Review,,,,,Under Review,191
DEVA-4292,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia ericae,Minute Tryonia,In Review,,,,,Under Review,37
DEVA-4293,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia imitator,Mimic Tryonia,In Review,,,,,Species of Concern,83
DEVA-4294,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia margae,Grapevine Springs Elongate Tryonia,In Review,,,,,Species of Concern,94
DEVA-4296,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia robusta,Robust Tryonia,In Review,,,,,Species of Concern,71
DEVA-4297,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia rowlandsi,Grapevine Springs Squat Tryonia,In Review,,,,,Species of Concern,90
DEVA-4299,Death Valley National Park,Slug/Snail,Neotaenioglossa,Hydrobiidae,Tryonia variegata,Amargosa Tryonia,In Review,,,,,Under Review,19
DEVA-4433,Death Valley National Park,Insect,Coleoptera,Carabidae,Cicindela arenicola,"Idaho Dunes Tiger Beetle, St. Anthony Dune Tiger Beetle",In Review,,,,,Species of Concern,152
DEVA-4526,Death Valley National Park,Insect,Coleoptera,Curculionidae,Miloderes nelsoni,None,In Review,,,,,Species of Concern,171
DEVA-4527,Death Valley National Park,Insect,Coleoptera,Curculionidae,Miloderes rulieni,None,In Review,,,,,Species of Concern,15
DEVA-4539,Death Valley National Park,Insect,Coleoptera,Dryopidae,Stygoparnus comalensis,None,In Review,,,,,Endangered,8
DEVA-4577,Death Valley National Park,Insect,Coleoptera,Elmidae,Heterelmis comalensis,None,In Review,,,,,Endangered,4
DEVA-4578,Death Valley National Park,Insect,Coleoptera,Elmidae,Heterelmis stephani,None,In Review,,,,,Under Review,128
DEVA-4579,Death Valley National Park,Insect,Coleoptera,Elmidae,Microcylloepus formicoideus,None,In Review,,,,,Species of Concern,96
DEVA-4582,Death Valley National Park,Insect,Coleoptera,Elmidae,Microcylloepus similis,None,In Review,,,,,Species of Concern,108
DEVA-4587,Death Valley National Park,Insect,Coleoptera,Glaresidae,Glaresis arenata,None,In Review,,,,,Species of Concern,10
DEVA-4590,Death Valley National Park,Insect,Coleoptera,Haliplidae,Brychius hungerfordi,None,In Review,,,,,Endangered,3
DEVA-4684,Death Valley National Park,Insect,Coleoptera,Scarabaeidae,Polyphylla anteronivea,None,In Review,,,,,Species of Concern,103
DEVA-4685,Death Valley National Park,Insect,Coleoptera,Scarabaeidae,Polyphylla avittata,None,In Review,,,,,Species of Concern,12
DEVA-4686,Death Valley National Park,Insect,Coleoptera,Scarabaeidae,Polyphylla barbata,Mount Hermon June Beetle,In Review,,,,,Endangered,5
DEVA-4691,Death Valley National Park,Insect,Coleoptera,Scarabaeidae,Polyphylla erratica,None,In Review,,,,,Species of Concern,199
DEVA-4695,Death Valley National Park,Insect,Coleoptera,Scarabaeidae,Polyphylla nubila,None,In Review,,,,,Species of Concern,182
DEVA-4792,Death Valley National Park,Insect,Hemiptera,Belostomatidae,Belostoma saratogae,None,In Review,,,,,Species of Concern,44
DEVA-4805,Death Valley National Park,Insect,Hemiptera,Naucoridae,Ambrysus amargosus,Ash Meadows Naucorid,In Review,,,,,Threatened,26
DEVA-5053,Death Valley National Park,Insect,Lepidoptera,Hesperiidae,Polites sabuleti albamontana,None,In Review,,,,,Species of Concern,182
DEVA-5197,Death Valley National Park,Insect,Odonata,Coenagrionidae,Ischnura,None,In Review,,,,,Endangered,3
DEVA-5201,Death Valley National Park,Insect,Odonata,Coenagrionidae,Megalagrion nesiotes,None,In Review,,,,,Endangered,9
DEVA-5203,Death Valley National Park,Insect,Odonata,Coenagrionidae,Megalagrion pacificum,None,In Review,,,,,Endangered,8
DEVA-5204,Death Valley National Park,Insect,Odonata,Coenagrionidae,Megalagrion xanthomelas,None,In Review,,,,,Proposed Endangered,196
DEVA-5206,Death Valley National Park,Insect,Odonata,Corduliidae,Somatochlora hineana,Hine's Emerald,In Review,,,,,Endangered,2
DEVA-5365,Death Valley National Park,Fungi,Teloschistales,Caliciaceae,Texosporium sancti-jacobi,None,In Review,,,,,Species of Concern,136
DRTO-1031,Dry Tortugas National Park,Bird,Apodiformes,Apodidae,Cypseloides niger,Black Swift,Approved,Not Confirmed,Not Native,,,Species of Concern,10
DRTO-1301,Dry Tortugas National Park,Reptile,Testudines,Cheloniidae,Chelonia mydas,"Common Green Sea Turtle, Green Sea Turtle",In Review,,,,,Endangered,5
DRTO-1302,Dry Tortugas National Park,Reptile,Testudines,Cheloniidae,Eretmochelys imbricata,"Carey, Hawksbill, Hawksbill Sea Turtle",In Review,,,,,Endangered,3
DRTO-1304,Dry Tortugas National Park,Reptile,Testudines,Dermochelyidae,Dermochelys coriacea,"Leatherback, Leatherback Sea Turtle, Leatherback Turtle, Tinglar",In Review,,,,,Endangered,5
EVER-1214,Everglades National Park,Bird,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Not Confirmed,Native,,,Species of Concern,160
EVER-1280,Everglades National Park,Bird,Passeriformes,Parulidae,Dendroica kirtlandii,Kirtland's Warbler,Approved,Not Confirmed,Not Native,,Migratory,Endangered,8
EVER-1338,Everglades National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Not Confirmed,Native,,Migratory,Species of Concern,13
EVER-2025,Everglades National Park,Vascular Plant,Asparagales,Orchidaceae,Mesadenus polyanthus,None,Approved,Not Confirmed,Not Native,,,Species of Concern,79
EVER-2043,Everglades National Park,Vascular Plant,Asparagales,Orchidaceae,Spiranthes lanceolata var. paludicola,Leafless Beaked Ladiestresses,Approved,Not Confirmed,Native,,,Species of Concern,31
GAAR-1162,Gates Of The Arctic National Park and Preserve,Bird,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Not Confirmed,Native,,,Species of Concern,70
GAAR-1279,Gates Of The Arctic National Park and Preserve,Vascular Plant,Asterales,Asteraceae,Symphyotrichum yukonense,Yukon Aster,Approved,Not Confirmed,Native,,,Species of Concern,118
GAAR-1300,Gates Of The Arctic National Park and Preserve,Vascular Plant,Boraginales,Boraginaceae,Mertensia drummondii,"Drummond Bluebell, Drummond's Bluebells",Approved,Not Confirmed,Native,,,Species of Concern,84
GLAC-1034,Glacier National Park,Mammal,Chiroptera,Vespertilionidae,Myotis volans,Long-Legged Bat,Approved,Not Confirmed,Native,,,Species of Concern,76
GLAC-1075,Glacier National Park,Bird,Accipitriformes,Accipitridae,Buteo lineatus,Red-Shouldered Hawk,Approved,Not Confirmed,Native,,,Species of Concern,29
GLAC-1141,Glacier National Park,Bird,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,Approved,Not Confirmed,Native,,,Species of Concern,118
GLAC-1211,Glacier National Park,Bird,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,Approved,Not Confirmed,Native,,,Species of Concern,142
GLAC-1255,Glacier National Park,Bird,Passeriformes,Motacillidae,Anthus spragueii,Sprague's Pipit,Approved,Not Confirmed,Native,,,Under Review,151
GLAC-1266,Glacier National Park,Bird,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Not Confirmed,Native,,,Species of Concern,51
GLAC-1275,Glacier National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Not Confirmed,Native,,,Species of Concern,16
GLAC-1312,Glacier National Park,Bird,Pelecaniformes,Ardeidae,Botaurus lentiginosus,American Bittern,Approved,Not Confirmed,Native,,,Species of Concern,82
GLAC-1335,Glacier National Park,Bird,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Not Confirmed,Native,,,Species of Concern,115
GLAC-2170,Glacier National Park,Vascular Plant,Ophioglossales,Ophioglossaceae,Botrychium crenulatum,"Crenulate Moonwort, Dainty Moonwort, Scalloped Moonwort",Approved,Not Confirmed,Native,,,Species of Concern,18
GLBA-1021,Glacier Bay National Park and Preserve,Mammal,Cetacea,Balaenidae,Eubalaena glacialis,Northern Right Whale,Approved,Not Confirmed,Native,,,Endangered,5
GLBA-1023,Glacier Bay National Park and Preserve,Mammal,Cetacea,Balaenopteridae,Balaenoptera borealis,Sei Whale,Approved,Not Confirmed,Native,,,Endangered,3
GLBA-1024,Glacier Bay National Park and Preserve,Mammal,Cetacea,Balaenopteridae,Balaenoptera musculus,Blue Whale,Approved,Not Confirmed,Native,,,Endangered,4
GLBA-1025,Glacier Bay National Park and Preserve,Mammal,Cetacea,Balaenopteridae,Balaenoptera physalus,"Finback Whale, Fin Whale",Approved,Not Confirmed,Native,,,Endangered,8
GLBA-1036,Glacier Bay National Park and Preserve,Mammal,Cetacea,Physeteridae,Physeter macrocephalus,Sperm Whale,Approved,Not Confirmed,Native,,,Endangered,8
GLBA-1054,Glacier Bay National Park and Preserve,Mammal,Soricomorpha,Soricidae,Sorex alaskanus,Glacier Bay Water Shrew,Approved,Not Confirmed,Native,,,Species of Concern,62
GLBA-1146,Glacier Bay National Park and Preserve,Bird,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Not Confirmed,Native,,,Species of Concern,69
GLBA-1292,Glacier Bay National Park and Preserve,Bird,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,Approved,Not Confirmed,Unknown,,,Species of Concern,62
GLBA-1316,Glacier Bay National Park and Preserve,Reptile,Testudines,Cheloniidae,Caretta caretta,"Loggerhead, Loggerhead Sea Turtle",Approved,Not Confirmed,Unknown,,,Endangered,5
GLBA-1317,Glacier Bay National Park and Preserve,Reptile,Testudines,Cheloniidae,Chelonia mydas,"Green Sea Turtle, Pacific Green Turtle",Approved,Not Confirmed,Unknown,,,Threatened,30
GLBA-1318,Glacier Bay National Park and Preserve,Reptile,Testudines,Dermochelyidae,Dermochelys coriacea,"Leatherback, Leatherback Sea Turtle",Approved,Not Confirmed,Native,,,Endangered,5
GLBA-1322,Glacier Bay National Park and Preserve,Amphibian,Caudata,Ambystomatidae,Ambystoma gracile,Northwestern Salamander,Approved,Not Confirmed,Native,,,Species of Concern,183
GLBA-1323,Glacier Bay National Park and Preserve,Amphibian,Caudata,Salamandridae,Taricha granulosa,Rough-Skinned Newt,Approved,Not Confirmed,Native,,,Species of Concern,33
GLBA-1325,Glacier Bay National Park and Preserve,Fish,Acipenseriformes,Acipenseridae,Acipenser medirostris,"Green Sturgen, Green Sturgeon",Approved,Not Confirmed,Native,,,Threatened,47
GLBA-1380,Glacier Bay National Park and Preserve,Fish,Osmeriformes,Osmeridae,Osmerus mordax,Rainbow Smelt,Approved,Not Confirmed,Native,,,Species of Concern,17
GLBA-1454,Glacier Bay National Park and Preserve,Fish,Petromyzontiformes,Petromyzontidae,Lampetra tridentata,Pacific Lamprey,Approved,Not Confirmed,Native,,,Species of Concern,197
GLBA-1497,Glacier Bay National Park and Preserve,Fish,Salmoniformes,Salmonidae,Prosopium coulterii,Pygmy Whitefish,Approved,Not Confirmed,Native,,,Species of Concern,193
GLBA-1743,Glacier Bay National Park and Preserve,Vascular Plant,Asparagales,Orchidaceae,Malaxis brachypoda,"Adder's-Mouth, White Adder's-Mouth Orchid",Approved,Not Confirmed,Native,,,Species of Concern,36
GRBA-1030,Great Basin National Park,Mammal,Chiroptera,Molossidae,Nyctinomops macrotis,Big Free-Tailed Bat,In Review,Not Confirmed,Unknown,,,Species of Concern,75
GRBA-1037,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Euderma maculatum,Spotted Bat,Approved,Not Confirmed,Native,,,Species of Concern,166
GRBA-1044,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Myotis leibii,Small-Footed Myotis,In Review,Not Confirmed,Native,,,Species of Concern,56
GRBA-1045,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Myotis lucifugus,Little Brown Bat,Approved,Not Confirmed,Native,,,Species of Concern,29
GRBA-1047,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Myotis thysanodes,Fringed Myotis,In Review,Not Confirmed,Native,,,Species of Concern,180
GRBA-1049,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Myotis yumanensis,"Yuma Myotis, Yuma Myotis",In Review,,,,,Species of Concern,133
GRBA-1050,Great Basin National Park,Mammal,Chiroptera,Vespertilionidae,Pipistrellus hesperus,Western Pipistrell,In Review,Not Confirmed,Native,,,Species of Concern,33
GRBA-1116,Great Basin National Park,Bird,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Not Confirmed,Native,,,Species of Concern,26
GRBA-1123,Great Basin National Park,Bird,Accipitriformes,Pandionidae,Pandion haliaetus,"Osprey, Western Osprey",In Review,,,,,Species of Concern,144
GRBA-1148,Great Basin National Park,Bird,Apodiformes,Apodidae,Chaetura vauxi,Vaux's Swift,In Review,,,,,Species of Concern,76
GRBA-1154,Great Basin National Park,Bird,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,In Review,,,,,Species of Concern,87
GRBA-1162,Great Basin National Park,Bird,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Not Confirmed,Native,,,Species of Concern,110
GRBA-1199,Great Basin National Park,Bird,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Not Confirmed,Native,,,Species of Concern,16
GRBA-1209,Great Basin National Park,Bird,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,Approved,Not Confirmed,Native,,,Species of Concern,96
GRBA-1210,Great Basin National Park,Bird,Passeriformes,Cardinalidae,Guiraca caerulea,Blue Grosbeak,Approved,Not Confirmed,Native,,,Species of Concern,200
GRBA-1222,Great Basin National Park,Bird,Passeriformes,Corvidae,Aphelocoma coerulescens,"Florida Scrub Jay, Florida Scrub-Jay, Scrub Jay",In Review,,,,,Threatened,23
GRBA-1245,Great Basin National Park,Bird,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Not Confirmed,Native,,,Species of Concern,106
GRBA-1290,Great Basin National Park,Bird,Passeriformes,Hirundinidae,Riparia riparia,"Bank Swallow, Sand Martin",In Review,,,,,Species of Concern,61
GRBA-1343,Great Basin National Park,Bird,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,In Review,,,,,Species of Concern,11
GRBA-1391,Great Basin National Park,Bird,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,In Review,,,,,Species of Concern,181
GRBA-1419,Great Basin National Park,Bird,Podicipediformes,Podicipedidae,Aechmophorus occidentalis,Western Grebe,In Review,,,,,Species of Concern,106
